Date,Region,SalesRep,Customer,Category,Product,Revenue,COGS,OperatingExpense,Units,BudgetRevenue
2026-03-08,North,Alex,Customer 42,Hardware,Laptop,1986.06,730.76,283.94,2,1903.47
2025-12-31,South,Morgan,Customer 36,Software,ERP,8238.99,3884.19,1156.69,7,8825.31
2026-04-06,South,Riley,Customer 46,Software,ERP,3640.34,1928.17,443.99,18,3904
2025-11-20,West,Alex,Customer 27,Software,CRM,29042.49,15771.82,5017.17,24,30356.31
2026-06-26,North,Taylor,Customer 28,Services,Training,3757.17,1387.34,416.68,4,3922.7
2026-05-11,South,Casey,Customer 49,Software,CRM,14029.66,6858.15,1509.49,6,13538.03
2026-05-29,East,Jordan,Customer 17,Hardware,Monitor,2072.97,1130.17,257.49,1,2124.64
2025-10-22,North,Casey,Customer 48,Hardware,Dock,39051.02,18695.22,5036.12,23,37572.37
2026-08-09,South,Morgan,Customer 12,Services,Training,26783.14,14233.58,3581.03,17,27501.49
2026-09-27,South,Casey,Customer 8,Services,Training,2067.73,1007.65,342.17,2,2191.51
2026-09-04,West,Casey,Customer 21,Software,Analytics,1062.04,487.25,140.95,4,1027.85
2026-10-29,South,Riley,Customer 45,Hardware,Monitor,22512.52,8634.93,4558.66,16,23255.73
2026-09-25,South,Casey,Customer 23,Services,Training,11643.59,4193.98,1270.35,9,11158.67
2025-04-19,South,Riley,Customer 9,Software,ERP,49584.9,20368.32,5808.74,22,50780.11
2026-02-07,East,Casey,Customer 26,Services,Support,28773.31,14408.07,5371.63,21,29346.87
2025-08-29,East,Casey,Customer 48,Services,Consulting,22029.97,8491.55,3052.75,9,23705.41
2025-04-10,South,Morgan,Customer 6,Software,Analytics,9353.31,3855.84,1788.05,6,9340.68
2026-09-13,North,Taylor,Customer 6,Services,Support,20375.26,9389.78,3485.56,25,21528.64
2025-07-08,South,Jordan,Customer 22,Software,CRM,2215.59,777.54,456.24,2,2215.82
2026-10-24,West,Taylor,Customer 13,Services,Consulting,7469.48,4027.73,1559.84,22,7880.82
2025-12-11,East,Taylor,Customer 42,Services,Support,55842.12,29251.49,7746.48,24,57261.24
2025-07-02,West,Taylor,Customer 12,Services,Consulting,13640.55,5996.04,2975.76,19,13893.27
2026-06-07,West,Riley,Customer 9,Software,CRM,3718.56,1434,412.77,2,3817.47
2025-06-01,West,Alex,Customer 17,Services,Consulting,26266.68,9464.35,4239.38,22,25270.55
2025-07-24,East,Taylor,Customer 11,Hardware,Dock,15223.22,6613.34,2938.52,12,15800.07
2025-05-17,North,Casey,Customer 7,Software,CRM,4261.45,1983.31,599.68,9,4382.26
2026-12-01,South,Morgan,Customer 4,Software,CRM,16624.99,7227.2,2209.1,23,16668.17
2025-09-30,South,Morgan,Customer 22,Software,ERP,50450.19,19783.55,9395.09,23,49075.64
2025-10-20,North,Alex,Customer 4,Hardware,Laptop,37697.76,14064.92,4867.57,23,39828.33
2026-09-01,East,Jordan,Customer 40,Services,Training,40729.53,17626.6,7823.79,22,39804.6
2025-11-06,West,Taylor,Customer 33,Services,Training,11154.9,5837.45,1355.07,11,11444.92
2025-12-18,South,Casey,Customer 36,Services,Training,18940.83,7539.78,2913.85,12,18963.32
2026-12-29,South,Jordan,Customer 44,Services,Training,3901.38,1983.69,527.11,7,3847.93
2025-04-30,South,Taylor,Customer 49,Hardware,Monitor,18128.28,6554.73,3507.62,18,18767.51
2026-10-03,East,Morgan,Customer 20,Services,Consulting,32755.38,17959.55,5619.01,20,31807.22
2025-12-28,West,Riley,Customer 47,Services,Consulting,10509.54,4270.53,2034.78,7,11144.33
2025-08-19,North,Casey,Customer 21,Hardware,Monitor,4620.78,2139.04,789.84,22,4800.33
2025-04-29,South,Casey,Customer 24,Hardware,Dock,1379.8,643.52,275.18,1,1459.02
2026-12-03,North,Morgan,Customer 20,Software,Analytics,1666.47,600.85,335.96,2,1760.98
2025-01-15,South,Jordan,Customer 15,Hardware,Laptop,30708.98,14872.4,5143.79,19,32353.15
2026-06-21,North,Casey,Customer 14,Software,CRM,9845.14,4802.95,2138.08,6,9631.63
2026-11-28,East,Casey,Customer 21,Software,ERP,1294.46,710.67,132.83,3,1243.21
2026-11-04,South,Alex,Customer 20,Hardware,Dock,58068.43,23609.22,6179.04,24,57681.44
2026-06-16,South,Alex,Customer 31,Software,CRM,32951.52,16773.28,5392.32,17,35017.32
2025-08-03,West,Morgan,Customer 13,Software,Analytics,2798.84,1053.01,384.61,4,2984.22
2026-10-08,North,Morgan,Customer 37,Software,Analytics,3588.52,1377.32,381.13,11,3541.18
2025-04-25,West,Alex,Customer 7,Hardware,Monitor,4237.33,2068.93,496.97,6,4350.97
2025-09-01,West,Morgan,Customer 43,Services,Support,56988.8,22890.56,12203.99,24,57117.73
2026-07-24,South,Alex,Customer 26,Software,Analytics,22145.11,8276.86,3405.63,9,22633.49
2025-03-16,South,Alex,Customer 31,Hardware,Monitor,7808.73,3490.41,865.17,17,8006.7
2026-04-23,East,Alex,Customer 2,Hardware,Monitor,42920.42,22903.8,8310.54,21,46236.14
2025-10-09,East,Alex,Customer 49,Software,ERP,20056.4,7286.64,4145.4,9,19223.79
2025-06-05,North,Casey,Customer 47,Services,Support,19762.11,8176.15,2542.72,18,19729.14
2026-05-15,North,Taylor,Customer 35,Software,ERP,14428.96,6309.32,2707.81,8,14261.63
2025-10-09,South,Alex,Customer 21,Services,Support,10618.24,5332.55,1760.78,7,11328.14
2026-06-29,West,Taylor,Customer 16,Services,Consulting,34890.07,15217.82,3765.3,17,35011.14
2025-08-23,West,Morgan,Customer 13,Software,Analytics,18344.97,9638.52,3700.74,25,18584.28
2025-03-23,South,Taylor,Customer 16,Software,ERP,33805.27,12740.62,4910.9,24,32949.53
2025-01-20,West,Casey,Customer 16,Services,Training,9804.27,4693,1869.9,17,10503.16
2026-04-11,North,Riley,Customer 23,Hardware,Dock,37112.86,15576.66,4147.25,18,37059.93
2026-08-11,East,Jordan,Customer 47,Software,CRM,17358.1,8914.45,2675.39,12,17724.32
2025-04-13,East,Alex,Customer 2,Services,Training,46525.77,20881.13,9112.85,21,48848.83
2025-12-18,North,Riley,Customer 19,Hardware,Laptop,39513.19,19409.65,6992.32,19,42295.11
2025-01-19,South,Jordan,Customer 6,Hardware,Dock,23403.57,8670.9,4898.31,16,24732.58
2026-02-24,North,Riley,Customer 39,Software,Analytics,36925.83,18087.3,7167.46,20,38228.24
2026-07-23,South,Morgan,Customer 4,Services,Training,2464.76,1153.53,532.78,6,2537.2
2026-09-08,East,Morgan,Customer 21,Software,ERP,2482.89,1353.95,360.61,8,2673.9
2025-06-11,North,Alex,Customer 38,Services,Training,18582.17,10003.15,1932.41,10,19205.11
2026-02-09,South,Casey,Customer 34,Hardware,Dock,14154.34,5802.41,2750.16,14,13841.24
2025-12-13,North,Taylor,Customer 14,Software,ERP,15601.91,6921.55,2252.38,25,15307.45
2026-10-03,North,Morgan,Customer 42,Hardware,Dock,3537.11,1940.64,692.18,8,3405.54
2026-02-11,South,Jordan,Customer 43,Software,Analytics,23659.29,11719.72,3992.77,25,25174.09
2026-10-23,West,Morgan,Customer 25,Software,Analytics,36042.66,14990.75,4552.07,19,38187.77
2026-10-12,East,Morgan,Customer 29,Services,Support,2826.7,1441.19,554.41,4,3012.84
2025-10-20,North,Casey,Customer 39,Hardware,Laptop,5811.71,2462.1,1122.57,14,5926.23
2026-06-02,South,Taylor,Customer 41,Hardware,Laptop,3300.85,1576.66,360.04,13,3526.09
2026-07-05,North,Alex,Customer 3,Software,Analytics,7407.15,3848.54,832.33,3,7936.37
2025-03-21,North,Jordan,Customer 29,Hardware,Monitor,6533.99,3262.99,753.92,6,6787.15
2026-12-02,North,Riley,Customer 44,Software,Analytics,18094.54,6919.06,1976.36,12,18016.68
2026-05-17,East,Jordan,Customer 44,Software,CRM,11506.35,4129.73,1653.37,13,11648.29
2025-06-17,West,Riley,Customer 14,Software,Analytics,7715.95,3363.23,1026.78,7,7418.86
2026-03-08,North,Casey,Customer 14,Services,Consulting,1925.02,715.81,280.29,1,1881.45
2025-12-31,West,Casey,Customer 9,Software,CRM,54710.74,25096.76,9050.26,22,56724.35
2025-12-07,West,Casey,Customer 32,Software,CRM,23390.6,12602.52,2587.96,18,22452.31
2026-12-13,South,Taylor,Customer 50,Hardware,Monitor,2588.26,1416.61,313.63,5,2735.92
2026-04-12,North,Riley,Customer 17,Services,Support,36137.73,17490.59,6526.17,18,37156.86
2026-05-16,North,Morgan,Customer 48,Hardware,Laptop,5320.79,2138.32,740.56,15,5684.54
2025-09-20,East,Taylor,Customer 40,Software,CRM,23062.48,10482.15,2957.25,17,23882.8
2025-10-22,North,Riley,Customer 40,Software,CRM,859.75,462.44,165.78,4,852.67
2026-10-17,West,Morgan,Customer 33,Software,CRM,2202.27,1063.28,398.69,6,2243.74
2025-03-10,East,Morgan,Customer 5,Hardware,Dock,41771.5,21342.88,5859.29,24,42076.52
2025-02-11,South,Morgan,Customer 14,Software,ERP,7660.47,3387.57,1130.69,5,8021.6
2025-02-09,West,Alex,Customer 42,Hardware,Monitor,18630.96,7485.29,3784.58,19,19708.58
2026-05-12,East,Casey,Customer 4,Services,Training,39435.08,14073.64,8361.35,22,37948.28
2025-10-29,East,Taylor,Customer 34,Hardware,Dock,34125.68,16006.26,5782.52,20,36668.01
2025-06-27,South,Casey,Customer 49,Software,CRM,7292.89,3531.72,1528.06,4,7657.65
2025-02-08,East,Morgan,Customer 22,Software,CRM,7442.64,3092.81,995.23,19,7287
2026-04-12,East,Jordan,Customer 47,Software,ERP,6561.37,2447,1361.91,4,7056.24
2025-04-24,South,Casey,Customer 36,Hardware,Laptop,10933.81,4534.59,1811.74,7,11366.48
2025-08-05,East,Riley,Customer 45,Services,Support,16789.19,8759.04,1905.52,15,16711.17
2026-04-13,West,Taylor,Customer 42,Software,Analytics,4999.99,2538.55,944.54,6,5112.61
2026-01-29,South,Casey,Customer 47,Software,CRM,5761.24,2834.97,959.94,6,5618.64
2025-06-04,North,Morgan,Customer 25,Software,ERP,32112.83,15093.2,6426.98,18,30803.98
2026-12-06,North,Jordan,Customer 21,Services,Training,24532.43,10113.31,4044.46,25,25600.24
2025-11-07,North,Casey,Customer 35,Hardware,Dock,49791.27,17979.18,8678.73,22,47812.14
2025-06-18,West,Casey,Customer 45,Services,Support,3339.64,1394.22,424.26,6,3432.93
2026-06-17,North,Taylor,Customer 49,Services,Training,18696.35,9912.59,3102.6,8,19061.86
2026-10-30,West,Morgan,Customer 37,Hardware,Monitor,14873.89,5967.35,2078.42,9,14801.96
2025-11-24,South,Riley,Customer 4,Software,ERP,13539.31,4804.51,1821.68,11,13472.9
2026-05-27,West,Casey,Customer 3,Hardware,Laptop,33958.34,14017.08,7403.56,19,33076.56
2025-12-10,West,Riley,Customer 46,Software,CRM,11948.52,6069.47,1913.85,21,12807.73
2025-08-16,South,Alex,Customer 11,Software,ERP,1993.88,970.76,361.68,1,2152.32
2025-09-25,East,Taylor,Customer 31,Services,Support,883.31,481.71,96.21,2,875.39
2026-12-11,West,Alex,Customer 21,Services,Support,22988.06,10255.75,3143.9,13,23587.65
2026-03-09,South,Riley,Customer 34,Software,Analytics,32950.33,17959.34,4689.97,22,31424.38
2025-10-14,West,Morgan,Customer 42,Services,Consulting,3449.33,1404.85,544.15,14,3565.83
2025-06-19,East,Alex,Customer 24,Software,CRM,19982.18,10274.03,3862.34,20,20082.78
2025-07-10,West,Riley,Customer 16,Software,CRM,2098.39,813.5,243.71,10,2046.49
2025-05-09,East,Taylor,Customer 16,Hardware,Laptop,10131.62,4382.12,1070.29,6,10017.53
2026-05-16,North,Casey,Customer 17,Software,ERP,3928.06,1775.25,808.44,6,4080.13
2025-10-22,East,Jordan,Customer 11,Hardware,Laptop,33970.81,16520.09,4882.73,14,32678.77
2026-08-06,West,Riley,Customer 1,Services,Support,2424.82,1050.1,354.46,3,2490.15
2025-11-14,North,Riley,Customer 11,Hardware,Laptop,3561.84,1509.53,415.35,2,3815.88
2025-11-21,East,Morgan,Customer 21,Services,Support,27049.26,10129.9,4226.24,20,26584.13
2026-02-08,West,Jordan,Customer 4,Services,Consulting,34831.01,15712.12,5364.26,18,37584.63
2025-06-10,North,Jordan,Customer 25,Hardware,Laptop,7254.16,2848.66,1581.3,15,7789.87
2026-12-09,East,Riley,Customer 33,Services,Support,6169.93,2729.89,896.64,8,6009.44
2026-12-19,West,Jordan,Customer 23,Hardware,Dock,10780.4,5187.54,2253.48,24,11490.5
2026-04-14,East,Jordan,Customer 16,Services,Training,29559.42,15938.39,5554.04,14,31498.17
2025-06-23,North,Casey,Customer 42,Software,ERP,17757.57,7587.34,3474.64,18,17311.5
2025-05-22,South,Alex,Customer 19,Software,ERP,32541.32,13763.38,3917.63,24,33408.42
2026-01-21,West,Riley,Customer 14,Software,Analytics,1445.25,692.84,234.21,2,1377.59
2025-02-18,South,Taylor,Customer 35,Hardware,Monitor,15610.61,6030.34,2657.55,9,14918.59
2025-08-15,South,Alex,Customer 49,Hardware,Dock,16596.86,6409.22,3092.56,8,16047.34
2025-09-11,South,Casey,Customer 30,Hardware,Monitor,30311.53,11344.89,5654.66,13,32703.41
2025-04-27,South,Morgan,Customer 47,Software,Analytics,42660.15,22994.54,8650.82,20,42851.55
2025-07-13,South,Taylor,Customer 37,Software,Analytics,2128.94,930.59,322.22,3,2220.44
2025-02-24,North,Taylor,Customer 7,Hardware,Dock,1642.78,815.94,197.21,1,1743.33
2026-03-28,West,Alex,Customer 41,Services,Training,8412.41,3492.19,1193.09,6,9049.46
2025-12-24,East,Morgan,Customer 5,Services,Training,12132.73,4783.11,2210.47,6,12418.45
2025-04-01,West,Casey,Customer 36,Services,Consulting,2139.99,828.61,316.5,5,2137.57
2025-01-26,South,Casey,Customer 48,Hardware,Monitor,41465.94,18960.4,6417.26,25,40274.37
2025-02-20,West,Alex,Customer 9,Services,Support,50121.84,24584.27,11026.42,25,47925.98
2026-02-05,North,Taylor,Customer 3,Hardware,Laptop,53600.18,23166.28,8622.3,23,56514.92
2025-05-24,West,Jordan,Customer 41,Hardware,Monitor,14256.54,5703.94,2100.91,19,14076.42
2026-03-09,North,Alex,Customer 18,Hardware,Monitor,24237.68,11181,3399.85,19,24849.65
2025-03-07,South,Jordan,Customer 41,Hardware,Monitor,6325.56,3104.52,935.48,7,6114.05
2026-08-21,West,Jordan,Customer 30,Hardware,Dock,15951.15,6804.18,3117.59,12,15581.03
2026-08-02,North,Casey,Customer 23,Hardware,Laptop,2213.11,1143.71,345.59,3,2176.78
2025-10-04,South,Casey,Customer 47,Services,Support,27826.28,12496.33,4655.05,21,26685.62
2026-12-18,West,Taylor,Customer 4,Hardware,Monitor,19748.72,9832.47,2352.03,22,19254.49
2026-01-06,South,Jordan,Customer 24,Software,CRM,14004.66,7036.38,1683.15,18,14547.77
2026-01-18,East,Alex,Customer 42,Hardware,Dock,26418.24,11679.43,5807.03,18,25519.28
2025-12-14,North,Morgan,Customer 16,Services,Consulting,32302.35,16442.78,5599.48,13,34553.92
2026-08-17,East,Morgan,Customer 47,Hardware,Laptop,4914.24,1725.92,645.61,5,4992.19
2026-05-13,South,Jordan,Customer 47,Software,ERP,10993.79,3878.09,1099.99,23,11586.7
2025-09-16,East,Taylor,Customer 2,Hardware,Monitor,10894,5006.78,1396.73,5,11343.91
2026-12-14,North,Taylor,Customer 19,Hardware,Monitor,26084.67,9501.13,4531.2,23,25209.02
2026-02-26,East,Jordan,Customer 11,Software,ERP,23818.2,11886.24,3735.93,10,24261.64
2025-05-19,West,Taylor,Customer 27,Services,Training,6656.8,2704.68,1163.56,14,7132.04
2025-02-28,West,Casey,Customer 24,Software,ERP,16615.72,8585.3,2303.98,8,16355.24
2025-12-04,South,Jordan,Customer 10,Services,Consulting,45476.47,23076.85,4985.47,20,48308.39
2025-11-28,West,Alex,Customer 48,Services,Support,36805.74,16644.79,4009.71,18,37304.98
2025-12-26,South,Morgan,Customer 17,Services,Support,37775.26,19727.5,6278.2,21,36752.2
2025-08-14,North,Taylor,Customer 8,Hardware,Laptop,31701.76,11568.99,5070.06,14,32902.3
2025-12-20,East,Taylor,Customer 4,Hardware,Laptop,27558.45,12068.77,4275.23,21,27076.26
2026-12-22,East,Riley,Customer 19,Software,Analytics,20194.48,9765.61,2903.03,12,21675.92
2026-10-17,East,Alex,Customer 19,Hardware,Dock,52369.2,27454.3,10769.13,21,55896.7
2026-06-23,North,Alex,Customer 42,Services,Consulting,1507.13,557.63,280.5,4,1578.63
2026-01-02,South,Morgan,Customer 38,Services,Consulting,7806.06,3220.24,1173.27,10,8041.3
2025-10-30,South,Jordan,Customer 14,Hardware,Monitor,2110.81,845.63,418.49,4,2138.22
2025-04-15,North,Alex,Customer 4,Software,Analytics,34835.29,12679.26,5684.01,18,34086.33
2025-07-20,West,Casey,Customer 50,Software,Analytics,9676.31,3853.55,1028.41,12,10190.32
2025-09-25,East,Taylor,Customer 19,Hardware,Dock,1003.16,473.49,185.29,1,989.36
2026-12-26,North,Casey,Customer 47,Software,CRM,20304.55,10216.65,2210.03,18,21724.77
2025-11-02,North,Jordan,Customer 21,Hardware,Laptop,8030.48,2841.33,1345.95,5,8562.13
2025-06-15,West,Riley,Customer 7,Software,Analytics,1974.93,902.03,352.23,4,1916.67
2026-02-01,South,Casey,Customer 32,Hardware,Dock,30056.21,11902.78,5522.38,15,31300.57
2026-07-25,South,Riley,Customer 50,Hardware,Laptop,13927.55,6070.3,2756.72,9,14726.46
2026-04-26,West,Alex,Customer 48,Services,Consulting,10235.57,4517.28,1838.99,8,10965.32
2026-07-06,South,Alex,Customer 11,Services,Training,20682.12,8419.21,4496.37,13,20676.7
2026-06-19,South,Casey,Customer 42,Hardware,Dock,32260.96,13055.04,5822.59,18,31689.94
2026-02-04,South,Taylor,Customer 47,Hardware,Dock,38350.18,13580.84,5480.1,25,39658.75
2026-05-19,East,Riley,Customer 27,Software,ERP,11818.28,4690.03,2172.07,16,12449.21
2026-10-08,South,Casey,Customer 18,Hardware,Dock,7971.43,3768.6,1167.66,5,8574.7
2025-07-26,East,Alex,Customer 27,Software,CRM,4492.88,1976.05,940.71,3,4664.12
2026-10-11,East,Morgan,Customer 25,Services,Support,14659.77,6342.85,2886.38,22,15330.74
2025-05-13,South,Casey,Customer 23,Software,ERP,5376.88,1902.93,1114.45,14,5390.77
2026-02-01,North,Riley,Customer 11,Services,Consulting,5606.37,2606.68,715.46,4,5422.19
2026-06-27,South,Riley,Customer 5,Hardware,Laptop,5934.64,2492.72,1057.44,14,5934.69
2025-09-24,South,Morgan,Customer 29,Software,ERP,30676.14,13357.65,6088.66,24,30365.07
2026-06-01,South,Morgan,Customer 36,Services,Support,12713.42,6915.65,2719.34,6,13453.68
2026-06-30,South,Taylor,Customer 13,Services,Support,5993.99,2697.24,728.72,22,5721.56
2026-10-05,South,Riley,Customer 33,Hardware,Laptop,25553.36,12675.5,3138.65,13,26606.26
2025-07-05,West,Morgan,Customer 46,Services,Support,40723.86,17831.72,8739.41,20,40662.34
2026-06-23,West,Riley,Customer 38,Software,CRM,18450.14,9877.79,1943.63,18,19479.88
2025-01-22,West,Casey,Customer 2,Hardware,Dock,43523.79,19860.74,8225.78,25,46624.34
2026-11-01,South,Jordan,Customer 13,Software,Analytics,5898.17,2671.78,777.28,12,6153.01
2026-11-07,West,Riley,Customer 9,Hardware,Dock,29951.78,12872.07,5099.76,15,30592.17
2026-02-25,West,Morgan,Customer 22,Services,Support,10950.47,5948.11,2103.58,18,11477.53
2026-06-23,East,Jordan,Customer 11,Software,Analytics,52857.43,19900.66,11483.28,22,55913.5
2026-11-12,East,Morgan,Customer 3,Services,Consulting,8480.78,3205.36,1477.38,14,8951.03
2026-06-07,West,Casey,Customer 49,Services,Training,5463.79,2280.57,1127.76,4,5631.01
2025-11-18,North,Riley,Customer 15,Services,Consulting,21059.68,10423.07,3840.12,16,20969.84
2026-04-21,West,Alex,Customer 38,Hardware,Monitor,12330.05,6105.81,2701.4,7,11803.14
2026-11-11,South,Jordan,Customer 47,Services,Consulting,54758.86,29796.2,9931.53,25,55953.68
2025-11-05,West,Riley,Customer 9,Hardware,Dock,38127.64,15983.1,5528.05,19,39035.3
2025-11-02,West,Taylor,Customer 30,Hardware,Monitor,4141.98,2264.8,592.42,3,4119.69
2026-10-18,North,Taylor,Customer 25,Software,ERP,16006.41,7805.35,3155.58,25,16993.89
2025-05-23,North,Casey,Customer 29,Services,Consulting,13555.01,7048.44,2769.3,21,13217.5
2026-04-27,South,Alex,Customer 9,Hardware,Dock,5418.95,2615.84,1061.27,16,5582.28
2025-04-28,South,Casey,Customer 47,Services,Support,54919.18,21066.02,6740.97,25,53119.49
2025-01-03,North,Jordan,Customer 15,Software,ERP,20132.43,8255.9,3980.34,19,21012.5
2025-06-01,North,Alex,Customer 18,Hardware,Laptop,45866.94,24353.55,9205.24,20,45050.19
2026-12-26,South,Taylor,Customer 40,Software,Analytics,1052.41,544.04,122.17,2,1006.42
2026-11-18,North,Taylor,Customer 32,Software,CRM,31928.89,14621.38,6465.77,13,33247.66
2026-12-21,East,Riley,Customer 39,Hardware,Laptop,21339.73,8455.22,2399.44,14,21078.26
2025-11-25,West,Riley,Customer 39,Hardware,Monitor,1732.98,873.8,269.3,4,1814.87
2026-07-21,West,Riley,Customer 22,Software,ERP,24495.65,12811.91,2883.32,12,25895.57
2025-08-03,North,Taylor,Customer 32,Software,ERP,28152,13579.58,3339.47,25,29186.26
2026-01-06,North,Riley,Customer 12,Services,Support,7052.27,3748.55,1032.14,21,7277.87
2026-12-11,West,Jordan,Customer 30,Hardware,Monitor,29052.33,11652.05,4441.52,18,29879.29
2025-09-06,North,Riley,Customer 39,Software,CRM,35891.22,17839.33,3812.11,22,34648.53
2026-08-21,West,Casey,Customer 41,Services,Support,19951.2,9223.93,4353.52,8,19527.42
2025-03-25,West,Morgan,Customer 43,Services,Support,25111.5,13294.79,4767.48,11,24200.84
2026-02-23,West,Taylor,Customer 18,Services,Consulting,9962.98,4919.66,1936.56,22,10560.1
2026-01-28,North,Alex,Customer 44,Software,CRM,27194.43,9629.96,5912.59,25,28032.03
2025-08-22,North,Riley,Customer 5,Services,Support,6294.47,2734.6,1092.87,11,6046.79
2026-12-20,South,Riley,Customer 34,Software,CRM,6874.58,2854.53,789.17,3,7079.68
2026-10-26,North,Riley,Customer 26,Services,Consulting,9215.59,4050.15,1679.11,11,9044.98
2025-07-30,West,Jordan,Customer 8,Software,Analytics,6246.08,3243.25,1314.04,15,6078.69
2026-03-24,North,Casey,Customer 12,Hardware,Dock,7082.62,3008.02,1085.73,16,7493.32
2025-09-19,North,Alex,Customer 45,Software,Analytics,7007.08,3451.79,1035.48,4,7073.31
2025-04-17,West,Taylor,Customer 21,Services,Consulting,42403.01,20542.77,5268.96,23,43789.68
2025-10-31,North,Riley,Customer 38,Software,CRM,59821.99,22046.03,11573.74,24,62382.65
2025-01-18,West,Taylor,Customer 23,Software,CRM,13949.23,6268.59,1499.35,12,14773.62
2026-09-27,East,Taylor,Customer 16,Hardware,Dock,13415.76,6350.34,1581.53,9,14422.03
2026-09-19,North,Riley,Customer 3,Software,CRM,42077.31,15696,7480.34,18,43731.93
2026-05-15,North,Alex,Customer 6,Hardware,Monitor,36932.17,13771.13,8090.37,17,38912.93
2025-08-15,South,Alex,Customer 46,Services,Consulting,21130.99,8409.37,2944.52,13,20914.5
2025-08-29,North,Casey,Customer 6,Services,Support,21115.93,7493.35,3619.38,14,22704.82
2026-02-08,East,Taylor,Customer 33,Services,Training,23330.16,9985.64,3792,12,24426.98
2026-06-22,North,Jordan,Customer 4,Services,Training,27615.62,9706.77,4144.23,14,29323.44
2025-04-02,South,Morgan,Customer 40,Hardware,Laptop,9610.15,3542.42,1922.43,4,9711.22
2026-03-02,North,Casey,Customer 5,Hardware,Laptop,25627.86,11464.85,5609.92,22,24469.13
2026-01-06,North,Casey,Customer 27,Hardware,Monitor,48454.22,18267.41,10366.11,20,52074.74
2026-06-03,North,Taylor,Customer 28,Hardware,Laptop,33970.11,16994.98,5951.11,14,34346.92
2025-07-13,West,Alex,Customer 24,Hardware,Monitor,12609.11,5517.55,1673.86,13,12086.57
2025-11-23,West,Riley,Customer 44,Services,Consulting,13040.34,5383.62,2723.66,11,13331.46
2025-02-05,East,Taylor,Customer 43,Software,ERP,22599.69,9472.97,4327.3,13,21659.81
2025-08-17,North,Casey,Customer 30,Hardware,Monitor,8570.42,4283.97,976.02,8,8630.54
2026-11-18,West,Alex,Customer 36,Software,ERP,4557.89,1640.38,644.84,11,4532.61
2025-12-02,North,Alex,Customer 47,Hardware,Laptop,43964.24,17459.51,6293.94,21,47342.49
2025-06-12,South,Jordan,Customer 45,Services,Training,21651.39,9048.15,4249.62,10,21772.47
2025-04-17,West,Morgan,Customer 22,Services,Training,22530.45,8130.48,4827.14,11,22437.97
2025-04-20,West,Alex,Customer 27,Hardware,Monitor,11319.03,5210.2,2208.09,5,11751.55
2025-05-21,North,Alex,Customer 40,Software,Analytics,38732.31,15287.07,4360.67,17,36986.47
2026-10-10,East,Casey,Customer 36,Software,ERP,1020.67,533.07,175.55,2,1027.01
2026-02-25,East,Morgan,Customer 39,Software,CRM,44612.23,21772.04,6208.72,19,44265.03
2026-10-07,West,Taylor,Customer 22,Software,CRM,23090.5,11169.59,3313.54,14,22119.21
2026-02-28,South,Alex,Customer 34,Hardware,Monitor,16707.85,7822.18,3314.89,9,16759.81
2026-09-18,South,Morgan,Customer 15,Services,Support,62148.93,23576.75,12981.38,25,65773.4
2025-07-02,East,Alex,Customer 7,Software,CRM,26625.33,13065.53,4825.84,13,25647.33
2025-04-17,North,Taylor,Customer 47,Hardware,Laptop,40074.87,18483.42,6636.37,19,38340.39
2025-03-23,South,Riley,Customer 18,Services,Support,21110.61,9133.75,2614.11,21,22598.21
2025-11-24,East,Taylor,Customer 22,Hardware,Dock,10873.2,4061.31,2029.79,24,11168.11
2025-08-17,North,Jordan,Customer 36,Hardware,Laptop,39176.45,15907.65,6140.52,19,38371.82
2025-04-26,West,Alex,Customer 42,Hardware,Laptop,21323.21,10273.44,3491.02,22,21888.11
2025-03-08,North,Alex,Customer 4,Services,Support,11857.58,4459.4,1812.72,10,12734.36
2026-07-09,South,Morgan,Customer 41,Hardware,Dock,41487.77,21131.84,7743.51,22,40807.07
2026-09-02,East,Riley,Customer 37,Hardware,Monitor,12039.97,4420.64,2479.09,14,11978.85
2025-07-17,North,Riley,Customer 17,Hardware,Dock,2336.27,1133.69,406.6,1,2430.47
2026-09-21,West,Riley,Customer 4,Services,Training,25878.69,11519.3,4942.8,15,27544.39
2025-10-03,South,Riley,Customer 9,Software,ERP,41269.73,15144.84,7651.22,24,39448
2026-07-13,North,Casey,Customer 50,Hardware,Laptop,4372.72,2010.67,832.05,7,4388.79
2025-12-29,West,Jordan,Customer 21,Software,ERP,8535.84,3795.04,1687.95,6,8744.13
2026-09-04,West,Taylor,Customer 2,Hardware,Monitor,9557.8,4164.3,2030.72,15,10112.18
2026-01-20,North,Jordan,Customer 3,Software,CRM,15645.99,8596.81,2684.66,9,16221.41
2025-01-26,North,Casey,Customer 21,Hardware,Monitor,13094.94,7067.69,2803.08,10,12755.71
2026-12-26,South,Jordan,Customer 44,Software,CRM,15256.34,6877.88,3347.13,13,15398.61
2025-11-07,East,Taylor,Customer 44,Software,CRM,2946.59,1410.38,416.9,8,2817.93
2026-06-22,North,Morgan,Customer 24,Hardware,Laptop,3109.12,1671.62,381.94,7,3276.27
2026-11-13,South,Casey,Customer 5,Software,CRM,10788.43,4059.52,1998.74,11,10853.95
2025-05-06,South,Casey,Customer 2,Hardware,Dock,33940.13,12788.59,6146.59,22,32706.91
